月均利润,本港,目标,去程物品,返程物品,平均往返时间,去程利润,返程利润,本港区域,本港文化,目标区域,目标文化
3300.0,伯南布哥,"哈瓦那,圣地亚哥,圣多明各",可可,烟草,2.0,2400.0,4200.0,南美洲,中南美,加勒比,加勒比
3300.0,圣地亚哥,"伯南布哥,巴伊亚,圣安东尼奥,布宜诺斯艾利斯",烟草,可可,2.0,4200.0,2400.0,加勒比,加勒比,南美洲,中南美
3300.0,布宜诺斯艾利斯,"哈瓦那,圣地亚哥,圣多明各",马黛茶,烟草,2.0,2400.0,4200.0,南美洲,中南美,加勒比,加勒比
3288.947368421053,纳塔尔,那霸,乌木,珊瑚,3.1666666666666665,9515.0,900.0,印度洋,东非,东亚,东亚
3273.529411764706,安平,"斯德哥尔摩,但泽,维斯比",龙涎香,琥珀,5.666666666666667,1750.0,16800.0,东亚,大明,欧洲北部,北欧
3272.3809523809523,雅法,科皮亚波,椰枣,烟草,5.25,2130.0,15050.0,欧洲东部,土耳其,南美洲,中南美
3265.0,雅法,"里斯本,塞维利亚,巴塞罗那",椰枣,火器,2.0,930.0,5600.0,欧洲东部,土耳其,欧洲西部,伊比利亚
3264.705882352941,热那亚,那霸,天鹅绒,珊瑚,5.666666666666667,17600.0,900.0,欧洲东部,意大利,东亚,东亚
3264.705882352941,马赛,那霸,天鹅绒,珊瑚,5.666666666666667,17600.0,900.0,欧洲东部,法国,东亚,东亚
3264.705882352941,汉堡,那霸,甲胄,珊瑚,5.666666666666667,17600.0,900.0,欧洲北部,德国,东亚,东亚
3264.705882352941,那霸,马赛,珊瑚,天鹅绒,5.666666666666667,900.0,17600.0,东亚,东亚,欧洲东部,法国
3264.705882352941,那霸,汉堡,珊瑚,甲胄,5.666666666666667,900.0,17600.0,东亚,东亚,欧洲北部,德国
3264.705882352941,比萨,那霸,天鹅绒,珊瑚,5.666666666666667,17600.0,900.0,欧洲东部,意大利,东亚,东亚
3263.3333333333335,马萨瓦,阿姆斯特丹,咖啡,蕾丝,3.0,5750.0,4040.0,印度洋,阿拉伯,欧洲北部,荷兰
3262.5,的黎波里,"雅典,萨洛尼卡,克里特",玛瑙,古代美术品,2.0,825.0,5700.0,欧洲东部,北非,欧洲东部,巴尔干
3262.5,佛得角,"雅典,萨洛尼卡,克里特",玛瑙,古代美术品,2.0,825.0,5700.0,非洲西部,西非,欧洲东部,巴尔干
3262.5,雅法,"雅典,萨洛尼卡,克里特",玛瑙,古代美术品,2.0,825.0,5700.0,欧洲东部,土耳其,欧洲东部,巴尔干
3251.470588235294,淡水,汉堡,玛瑙,甲胄,5.666666666666667,825.0,17600.0,东亚,大明,欧洲北部,德国
3251.470588235294,淡水,马赛,玛瑙,天鹅绒,5.666666666666667,825.0,17600.0,东亚,大明,欧洲东部,法国
3235.0,第乌,"爱丁堡,都柏林,伦敦",印度印花布,英格兰花呢,5.0,10175.0,6000.0,印度洋,印度,欧洲北部,不列颠
3235.0,加尔各答,"爱丁堡,都柏林,伦敦",印度印花布,英格兰花呢,5.0,10175.0,6000.0,印度洋,印度,欧洲北部,不列颠
3235.0,马苏利帕特南,"爱丁堡,都柏林,伦敦",印度印花布,英格兰花呢,5.0,10175.0,6000.0,印度洋,印度,欧洲北部,不列颠
3234.375,马六甲,"开罗,亚历山大",金制工艺品,埃及香精,5.333333333333333,1500.0,15750.0,东南亚,东南亚,欧洲东部,北非
3229.756097560976,巨港,"哥本哈根,吕贝克",翡翠,甲胄,6.833333333333333,7350.0,14720.0,东南亚,东南亚,欧洲北部,北欧
3223.809523809524,伯南布哥,"格罗宁根,阿姆斯特丹",可可,玻璃球,5.25,8400.0,8525.0,南美洲,中南美,欧洲北部,荷兰
3218.181818181818,拿骚,巨港,朗姆酒,翡翠,5.5,1600.0,16100.0,加勒比,加勒比,东南亚,东南亚
3218.181818181818,圣胡安,巨港,朗姆酒,翡翠,5.5,1600.0,16100.0,加勒比,加勒比,东南亚,东南亚
3207.6923076923076,佛得角,汉堡,玛瑙,甲胄,3.25,825.0,9600.0,非洲西部,西非,欧洲北部,德国
3201.5625,望加锡,"开罗,亚历山大",珍珠,埃及香精,5.333333333333333,1325.0,15750.0,东南亚,东南亚,欧洲东部,北非
3201.5625,萨马赖,"开罗,亚历山大",珍珠,埃及香精,5.333333333333333,1325.0,15750.0,东南亚,东南亚,欧洲东部,北非
3200.0,泗水,那霸,丁香,珊瑚,2.0,5500.0,900.0,东南亚,东南亚,东亚,东亚
3200.0,特尔纳特,那霸,丁香,珊瑚,2.0,5500.0,900.0,东南亚,东南亚,东亚,东亚
3195.0,阿姆斯特丹,汉堡,蕾丝,甲胄,2.0,1590.0,4800.0,欧洲北部,荷兰,欧洲北部,德国
3195.0,不莱梅,"堺,长崎",啤酒,漆器,6.666666666666667,1700.0,19600.0,欧洲北部,德国,东亚,日本
3191.4285714285716,雅法,利马,椰枣,黄金,5.25,2130.0,14625.0,欧洲东部,土耳其,南美洲,南美西岸
3190.4761904761904,阿卡普尔科,"开罗,亚历山大",白银,埃及香精,5.25,1000.0,15750.0,北美西部,南美西岸,欧洲东部,北非
3190.4761904761904,危地马拉,"开罗,亚历山大",白银,埃及香精,5.25,1000.0,15750.0,南美洲,南美西岸,欧洲东部,北非
3190.4761904761904,巴拿马,"开罗,亚历山大",白银,埃及香精,5.25,1000.0,15750.0,南美洲,南美西岸,欧洲东部,北非
3187.5,霍尔木兹,苏伊士,青金石,贝紫,2.0,3975.0,2400.0,印度洋,波斯,印度洋,阿拉伯
3187.5,巴士拉,苏伊士,青金石,贝紫,2.0,3975.0,2400.0,印度洋,波斯,印度洋,阿拉伯
3187.5,苏伊士,"霍尔木兹,巴士拉",贝紫,青金石,2.0,2400.0,3975.0,印度洋,阿拉伯,印度洋,波斯
3183.75,江户,"爱丁堡,都柏林,伦敦",日本刀,英格兰花呢,6.666666666666667,17225.0,4000.0,东亚,日本,欧洲北部,不列颠
3182.8125,达沃,"雅典,萨洛尼卡",沉香,大理石像,5.333333333333333,10675.0,6300.0,东南亚,东南亚,欧洲东部,巴尔干
3172.5,浦项,"开罗,亚历山大",人参,埃及香精,6.666666666666667,5400.0,15750.0,东亚,朝鲜,欧洲东部,北非
3171.4285714285716,海州,伯南布哥,茶叶,可可,5.25,8250.0,8400.0,东亚,大明,南美洲,中南美
3168.75,马六甲,"里斯本,塞维利亚,巴塞罗那",金制工艺品,火器,5.333333333333333,1500.0,15400.0,东南亚,东南亚,欧洲西部,伊比利亚
3167.2727272727275,危地马拉,巨港,龙舌兰酒,翡翠,5.5,1320.0,16100.0,南美洲,南美西岸,东南亚,东南亚
3167.2727272727275,巴拿马,巨港,龙舌兰酒,翡翠,5.5,1320.0,16100.0,南美洲,南美西岸,东南亚,东南亚
3159.090909090909,亚齐,"哈瓦那,圣地亚哥,圣多明各",姜黄,烟草,5.5,2675.0,14700.0,东南亚,东南亚,加勒比,加勒比
3157.5,江户,"开罗,亚历山大",日本刀,埃及香精,6.666666666666667,5300.0,15750.0,东亚,日本,欧洲东部,北非
3151.4285714285716,法马古斯塔,利马,贝紫,黄金,5.25,1920.0,14625.0,欧洲东部,巴尔干,南美洲,南美西岸
3150.0,格罗宁根,"斯德哥尔摩,但泽,维斯比",金酒,琥珀,2.0,1050.0,5250.0,欧洲北部,荷兰,欧洲北部,北欧
3146.25,北大年,"里斯本,塞维利亚,巴塞罗那",剑麻,火器,5.333333333333333,1380.0,15400.0,东南亚,东南亚,欧洲西部,伊比利亚
3140.625,马尼拉,"开罗,亚历山大",白银,埃及香精,5.333333333333333,1000.0,15750.0,东南亚,东南亚,欧洲东部,北非
3138.3333333333335,休达,"亚丁,吉达,索科特拉",沙漠玫瑰,乳香,3.0,5625.0,3790.0,欧洲西部,北非,印度洋,阿拉伯
3138.3333333333335,阿尔及尔,"亚丁,吉达,索科特拉",沙漠玫瑰,乳香,3.0,5625.0,3790.0,欧洲东部,北非,印度洋,阿拉伯
3138.095238095238,威廉斯塔德,"堺,长崎",剑麻,漆器,5.25,3000.0,13475.0,加勒比,加勒比,东亚,日本
3138.095238095238,大开曼,"堺,长崎",剑麻,漆器,5.25,3000.0,13475.0,加勒比,加勒比,东亚,日本
3136.6666666666665,马斯喀特,那霸,乳香,珊瑚,3.0,8510.0,900.0,印度洋,波斯,东亚,东亚
3135.9375,望加锡,"里斯本,塞维利亚,巴塞罗那",珍珠,火器,5.333333333333333,1325.0,15400.0,东南亚,东南亚,欧洲西部,伊比利亚
3135.9375,萨马赖,"里斯本,塞维利亚,巴塞罗那",珍珠,火器,5.333333333333333,1325.0,15400.0,东南亚,东南亚,欧洲西部,伊比利亚
3135.0,马赛,加来,天鹅绒,蕾丝,2.0,4800.0,1470.0,欧洲东部,法国,欧洲北部,法国
3135.0,加来,马赛,蕾丝,天鹅绒,2.0,1470.0,4800.0,欧洲北部,法国,欧洲东部,法国
3124.5454545454545,特鲁希略,巨港,香草,翡翠,5.5,1085.0,16100.0,加勒比,加勒比,东南亚,东南亚
3123.529411764706,维斯比,那霸,琥珀,珊瑚,5.666666666666667,16800.0,900.0,欧洲北部,北欧,东亚,东亚
3123.529411764706,斯德哥尔摩,那霸,琥珀,珊瑚,5.666666666666667,16800.0,900.0,欧洲北部,北欧,东亚,东亚
3123.529411764706,但泽,那霸,琥珀,珊瑚,5.666666666666667,16800.0,900.0,欧洲北部,北欧,东亚,东亚
3123.529411764706,那霸,"斯德哥尔摩,但泽,维斯比",珊瑚,琥珀,5.666666666666667,900.0,16800.0,东亚,东亚,欧洲北部,北欧
3121.875,占碑,"开罗,亚历山大",珊瑚,埃及香精,5.333333333333333,900.0,15750.0,东南亚,东南亚,欧洲东部,北非
3121.875,古晋,"开罗,亚历山大",黄铜,埃及香精,5.333333333333333,900.0,15750.0,东南亚,东南亚,欧洲东部,北非
3114.285714285714,江户,伯南布哥,日本刀,可可,5.25,7950.0,8400.0,东亚,日本,南美洲,中南美
3112.5,那不勒斯,"南特,波尔多",蕾丝,白兰地,2.0,3675.0,2550.0,欧洲东部,意大利,欧洲西部,法国
3110.2941176470586,淡水,"斯德哥尔摩,但泽,维斯比",玛瑙,琥珀,5.666666666666667,825.0,16800.0,东亚,大明,欧洲北部,北欧
3109.090909090909,阿卡普尔科,巨港,白银,翡翠,5.5,1000.0,16100.0,北美西部,南美西岸,东南亚,东南亚
3100.0,拉古萨,安特卫普,玻璃工艺品,珠宝首饰,2.0,4200.0,2000.0,欧洲东部,意大利,欧洲北部,荷兰
3097.5,帕尔马,"爱丁堡,都柏林,伦敦",迷迭香,英格兰花呢,2.0,3195.0,3000.0,欧洲东部,伊比利亚,欧洲北部,不列颠
3097.5,瓦伦西亚,"爱丁堡,都柏林,伦敦",迷迭香,英格兰花呢,2.0,3195.0,3000.0,欧洲西部,伊比利亚,欧洲北部,不列颠
3097.5,马拉加,"爱丁堡,都柏林,伦敦",迷迭香,英格兰花呢,2.0,3195.0,3000.0,欧洲西部,伊比利亚,欧洲北部,不列颠
3088.235294117647,安平,"开罗,亚历山大",龙涎香,埃及香精,5.666666666666667,1750.0,15750.0,东亚,大明,欧洲东部,北非
3075.0,杭州,那霸,青花瓷,珊瑚,2.0,5250.0,900.0,东亚,大明,东亚,东亚
3075.0,罗安达,"雅典,萨洛尼卡,克里特",木雕,古代美术品,2.0,450.0,5700.0,非洲西部,西非,欧洲东部,巴尔干
3075.0,马尼拉,"里斯本,塞维利亚,巴塞罗那",白银,火器,5.333333333333333,1000.0,15400.0,东南亚,东南亚,欧洲西部,伊比利亚
3075.0,那霸,杭州,珊瑚,青花瓷,2.0,900.0,5250.0,东亚,东亚,东亚,大明
3075.0,的里雅斯特,"堺,长崎",船钉,漆器,6.666666666666667,900.0,19600.0,欧洲东部,意大利,东亚,日本
3075.0,布里斯托,"斯德哥尔摩,但泽,维斯比",船钉,琥珀,2.0,900.0,5250.0,欧洲北部,不列颠,欧洲北部,北欧
3075.0,布里斯托,"堺,长崎",船钉,漆器,6.666666666666667,900.0,19600.0,欧洲北部,不列颠,东亚,日本
3066.6666666666665,安特卫普,苏伊士,珠宝首饰,贝紫,3.0,2000.0,7200.0,欧洲北部,荷兰,印度洋,阿拉伯
3063.3333333333335,卡萨布兰卡,"亚丁,吉达,索科特拉",阿甘油,乳香,3.0,5400.0,3790.0,欧洲西部,北非,印度洋,阿拉伯
3056.25,古晋,"里斯本,塞维利亚,巴塞罗那",黄铜,火器,5.333333333333333,900.0,15400.0,东南亚,东南亚,欧洲西部,伊比利亚
3056.25,占碑,"里斯本,塞维利亚,巴塞罗那",珊瑚,火器,5.333333333333333,900.0,15400.0,东南亚,东南亚,欧洲西部,伊比利亚
3052.5,普利茅斯,"堺,长崎",白镴器皿,漆器,6.666666666666667,750.0,19600.0,欧洲北部,不列颠,东亚,日本
3052.5,里加,"堺,长崎",皮草,漆器,6.666666666666667,750.0,19600.0,欧洲北部,北欧,东亚,日本
3050.0,的里雅斯特,"吉达,马萨瓦",船钉,咖啡,3.0,900.0,8250.0,欧洲东部,意大利,印度洋,阿拉伯
3046.875,北大年,"开罗,亚历山大",锡矿石,埃及香精,5.333333333333333,500.0,15750.0,东南亚,东南亚,欧洲东部,北非
3046.153846153846,贝宁,那霸,象牙,珊瑚,3.25,9000.0,900.0,非洲西部,西非,东亚,东亚
3038.7804878048782,文莱,阿姆斯特丹,丁香,蕾丝,6.833333333333333,15500.0,5265.0,东南亚,东南亚,欧洲北部,荷兰
3038.7804878048782,泗水,阿姆斯特丹,丁香,蕾丝,6.833333333333333,15500.0,5265.0,东南亚,东南亚,欧洲北部,荷兰
3038.7804878048782,特尔纳特,阿姆斯特丹,丁香,蕾丝,6.833333333333333,15500.0,5265.0,东南亚,东南亚,欧洲北部,荷兰
3038.3333333333335,伯南布哥,"亚丁,吉达,索科特拉",可可,乳香,3.0,4400.0,4715.0,南美洲,中南美,印度洋,阿拉伯
3038.095238095238,布里斯托,科皮亚波,船钉,烟草,5.25,900.0,15050.0,欧洲北部,不列颠,南美洲,中南美
3014.0625,马六甲,伊斯坦布尔,金制工艺品,蓝眼睛,5.333333333333333,1500.0,14575.0,东南亚,东南亚,欧洲东部,土耳其
3012.5,第乌,"吉达,马萨瓦",印度印花布,咖啡,2.0,2775.0,3250.0,印度洋,印度,印度洋,阿拉伯
3012.5,加尔各答,"吉达,马萨瓦",印度印花布,咖啡,2.0,2775.0,3250.0,印度洋,印度,印度洋,阿拉伯
3012.5,马苏利帕特南,"吉达,马萨瓦",印度印花布,咖啡,2.0,2775.0,3250.0,印度洋,印度,印度洋,阿拉伯
3010.0,釜山,"堺,长崎,江户",白瓷,日本刀,2.0,2045.0,3975.0,东亚,朝鲜,东亚,日本
3009.5238095238096,普利茅斯,科皮亚波,白镴器皿,烟草,5.25,750.0,15050.0,欧洲北部,不列颠,南美洲,中南美
3009.5238095238096,里加,科皮亚波,皮草,烟草,5.25,750.0,15050.0,欧洲北部,北欧,南美洲,中南美
3000.0,泗水,"爱丁堡,都柏林,伦敦",丁香,英格兰花呢,6.833333333333333,15500.0,5000.0,东南亚,东南亚,欧洲北部,不列颠
3000.0,普利茅斯,"斯德哥尔摩,但泽,维斯比",白镴器皿,琥珀,2.0,750.0,5250.0,欧洲北部,不列颠,欧洲北部,北欧
3000.0,文莱,"爱丁堡,都柏林,伦敦",丁香,英格兰花呢,6.833333333333333,15500.0,5000.0,东南亚,东南亚,欧洲北部,不列颠
3000.0,漳州,那霸,青瓷,珊瑚,2.0,5100.0,900.0,东亚,大明,东亚,东亚
3000.0,特尔纳特,"爱丁堡,都柏林,伦敦",丁香,英格兰花呢,6.833333333333333,15500.0,5000.0,东南亚,东南亚,欧洲北部,不列颠
2981.25,望加锡,伊斯坦布尔,珍珠,蓝眼睛,5.333333333333333,1325.0,14575.0,东南亚,东南亚,欧洲东部,土耳其
2981.25,萨马赖,伊斯坦布尔,珍珠,蓝眼睛,5.333333333333333,1325.0,14575.0,东南亚,东南亚,欧洲东部,土耳其
2971.5789473684213,蒙巴萨,那霸,乳香,珊瑚,3.1666666666666665,8510.0,900.0,印度洋,东非,东亚,东亚
2962.5,吕贝克,汉堡,银制工艺品,甲胄,2.0,1125.0,4800.0,欧洲北部,北欧,欧洲北部,德国
2957.5,索科特拉,"霍尔木兹,巴士拉",乳香,青金石,2.0,1940.0,3975.0,印度洋,阿拉伯,印度洋,波斯
2957.5,吉达,"霍尔木兹,巴士拉",乳香,青金石,2.0,1940.0,3975.0,印度洋,阿拉伯,印度洋,波斯
2957.5,亚丁,"霍尔木兹,巴士拉",乳香,青金石,2.0,1940.0,3975.0,印度洋,阿拉伯,印度洋,波斯
2957.1428571428573,马拉开波,那霸,黄金,珊瑚,5.25,14625.0,900.0,加勒比,加勒比,东亚,东亚
2957.1428571428573,牙买加,那霸,黄金,珊瑚,5.25,14625.0,900.0,加勒比,加勒比,东亚,东亚
2950.0,梅里达,"伯南布哥,巴伊亚,圣安东尼奥,布宜诺斯艾利斯",翡翠,可可,2.0,3500.0,2400.0,加勒比,加勒比,南美洲,中南美
2946.6666666666665,威廉斯塔德,"釜山,汉阳",剑麻,白瓷,5.25,2400.0,13070.0,加勒比,加勒比,东亚,朝鲜
2946.6666666666665,大开曼,"釜山,汉阳",剑麻,白瓷,5.25,2400.0,13070.0,加勒比,加勒比,东亚,朝鲜
2945.4545454545455,马六甲,"哈瓦那,圣地亚哥,圣多明各",金制工艺品,烟草,5.5,1500.0,14700.0,东南亚,东南亚,加勒比,加勒比
2945.0,巨港,"亚丁,吉达,索科特拉",翡翠,乳香,2.0,2100.0,3790.0,东南亚,东南亚,印度洋,阿拉伯
2940.0,雷克雅未克,"堺,长崎",硫磺,漆器,6.666666666666667,0.0,19600.0,极北地区,北欧,东亚,日本
2938.235294117647,开罗,那霸,埃及香精,珊瑚,5.666666666666667,15750.0,900.0,欧洲东部,北非,东亚,东亚
2938.235294117647,那霸,"开罗,亚历山大",珊瑚,埃及香精,5.666666666666667,900.0,15750.0,东亚,东亚,欧洲东部,北非
2938.235294117647,亚历山大,那霸,埃及香精,珊瑚,5.666666666666667,15750.0,900.0,欧洲东部,北非,东亚,东亚
2932.5,贝宁,"亚丁,吉达,索科特拉",象牙,乳香,2.0,3000.0,2865.0,非洲西部,西非,印度洋,阿拉伯
2925.0,塔马塔夫,索法拉,黄金,黄金,2.0,2925.0,2925.0,印度洋,东非,印度洋,东非
2925.0,索法拉,塔马塔夫,黄金,黄金,2.0,2925.0,2925.0,印度洋,东非,印度洋,东非
2925.0,淡水,"开罗,亚历山大",玛瑙,埃及香精,5.666666666666667,825.0,15750.0,东亚,大明,欧洲东部,北非
2925.0,格罗宁根,汉堡,金酒,甲胄,2.0,1050.0,4800.0,欧洲北部,荷兰,欧洲北部,德国
2920.9523809523807,瓦尔帕莱索,"堺,长崎",玛卡,漆器,5.25,1860.0,13475.0,南美洲,中南美,东亚,日本
2920.3125,马尼拉,伊斯坦布尔,白银,蓝眼睛,5.333333333333333,1000.0,14575.0,东南亚,东南亚,欧洲东部,土耳其
2913.6363636363635,望加锡,"哈瓦那,圣地亚哥,圣多明各",珍珠,烟草,5.5,1325.0,14700.0,东南亚,东南亚,加勒比,加勒比
2913.6363636363635,萨马赖,"哈瓦那,圣地亚哥,圣多明各",珍珠,烟草,5.5,1325.0,14700.0,东南亚,东南亚,加勒比,加勒比
2910.7317073170734,雅加达,阿姆斯特丹,黄金,蕾丝,6.833333333333333,14625.0,5265.0,东南亚,东南亚,欧洲北部,荷兰
2901.5625,古晋,伊斯坦布尔,黄铜,蓝眼睛,5.333333333333333,900.0,14575.0,东南亚,东南亚,欧洲东部,土耳其
2901.5625,占碑,伊斯坦布尔,珊瑚,蓝眼睛,5.333333333333333,900.0,14575.0,东南亚,东南亚,欧洲东部,土耳其
2900.0,卑尔根,汉堡,橡木,甲胄,2.0,1000.0,4800.0,欧洲北部,北欧,欧洲北部,德国
2895.2380952380954,巴伊亚,马赛,马黛茶,天鹅绒,5.25,5600.0,9600.0,南美洲,中南美,欧洲东部,法国
2895.2380952380954,布宜诺斯艾利斯,马赛,马黛茶,天鹅绒,5.25,5600.0,9600.0,南美洲,中南美,欧洲东部,法国
2895.2380952380954,圣安东尼奥,马赛,马黛茶,天鹅绒,5.25,5600.0,9600.0,南美洲,中南美,欧洲东部,法国
2890.2439024390246,亚齐,汉堡,姜黄,甲胄,6.833333333333333,2150.0,17600.0,东南亚,东南亚,欧洲北部,德国
2890.0,奥斯陆,汉堡,阿夸维特酒,甲胄,2.0,980.0,4800.0,欧洲北部,北欧,欧洲北部,德国
2890.0,哥本哈根,汉堡,阿夸维特酒,甲胄,2.0,980.0,4800.0,欧洲北部,北欧,欧洲北部,德国
2884.6153846153848,威廉斯塔德,"格罗宁根,阿姆斯特丹",剑麻,玻璃球,3.25,3600.0,5775.0,加勒比,加勒比,欧洲北部,荷兰
2884.6153846153848,大开曼,"格罗宁根,阿姆斯特丹",剑麻,玻璃球,3.25,3600.0,5775.0,加勒比,加勒比,欧洲北部,荷兰
2880.0,罗安达,那霸,乌木,珊瑚,3.25,8460.0,900.0,非洲西部,西非,东亚,东亚
2879.0625,北大年,伊斯坦布尔,剑麻,蓝眼睛,5.333333333333333,780.0,14575.0,东南亚,东南亚,欧洲东部,土耳其
2871.951219512195,雅加达,"爱丁堡,都柏林,伦敦",黄金,英格兰花呢,6.833333333333333,14625.0,5000.0,东南亚,东南亚,欧洲北部,不列颠
2871.4285714285716,拿骚,"堺,长崎",朗姆酒,漆器,5.25,1600.0,13475.0,加勒比,加勒比,东亚,日本
2871.4285714285716,圣胡安,"堺,长崎",朗姆酒,漆器,5.25,1600.0,13475.0,加勒比,加勒比,东亚,日本
2866.6666666666665,雷克雅未克,科皮亚波,硫磺,烟草,5.25,0.0,15050.0,极北地区,北欧,南美洲,中南美
2857.1428571428573,班加西,"利马,兰巴耶克,通贝斯",陶器,印加玫瑰,5.25,3750.0,11250.0,欧洲东部,北非,南美洲,南美西岸
2854.5454545454545,马尼拉,"哈瓦那,圣地亚哥,圣多明各",白银,烟草,5.5,1000.0,14700.0,东南亚,东南亚,加勒比,加勒比
2850.0,布里斯托,汉堡,船钉,甲胄,2.0,900.0,4800.0,欧洲北部,不列颠,欧洲北部,德国
2847.5,加来,"爱丁堡,都柏林,伦敦",蕾丝,英格兰花呢,2.0,2695.0,3000.0,欧洲北部,法国,欧洲北部,不列颠
2843.809523809524,瓦尔帕莱索,"釜山,汉阳",玛卡,白瓷,5.25,1860.0,13070.0,南美洲,中南美,东亚,朝鲜
2843.0,马苏利帕特南,阿姆斯特丹,印度印花布,蕾丝,5.0,10175.0,4040.0,印度洋,印度,欧洲北部,荷兰
2843.0,加尔各答,阿姆斯特丹,印度印花布,蕾丝,5.0,10175.0,4040.0,印度洋,印度,欧洲北部,荷兰
2843.0,第乌,阿姆斯特丹,印度印花布,蕾丝,5.0,10175.0,4040.0,印度洋,印度,欧洲北部,荷兰
2842.8571428571427,巴伊亚,"格罗宁根,阿姆斯特丹",马黛茶,玻璃球,5.25,6400.0,8525.0,南美洲,中南美,欧洲北部,荷兰
2842.8571428571427,圣安东尼奥,"格罗宁根,阿姆斯特丹",马黛茶,玻璃球,5.25,6400.0,8525.0,南美洲,中南美,欧洲北部,荷兰
2842.8571428571427,布宜诺斯艾利斯,"格罗宁根,阿姆斯特丹",马黛茶,玻璃球,5.25,6400.0,8525.0,南美洲,中南美,欧洲北部,荷兰
2842.5,科皮亚波,"哈瓦那,圣地亚哥,圣多明各",奎宁,烟草,2.0,1485.0,4200.0,南美洲,中南美,加勒比,加勒比
2836.3636363636365,占碑,"哈瓦那,圣地亚哥,圣多明各",珊瑚,烟草,5.5,900.0,14700.0,东南亚,东南亚,加勒比,加勒比
2836.3636363636365,古晋,"哈瓦那,圣地亚哥,圣多明各",黄铜,烟草,5.5,900.0,14700.0,东南亚,东南亚,加勒比,加勒比
2835.0,加来,"里斯本,塞维利亚,巴塞罗那",蕾丝,火器,2.0,1470.0,4200.0,欧洲北部,法国,欧洲西部,伊比利亚
2830.0,卑尔根,"亚丁,吉达,索科特拉",橡木,乳香,3.0,1000.0,7490.0,欧洲北部,北欧,印度洋,阿拉伯
2828.571428571429,雅法,"哥本哈根,吕贝克",椰枣,甲胄,2.9166666666666665,1530.0,6720.0,欧洲东部,土耳其,欧洲北部,北欧
2825.0,南特,马赛,白兰地,天鹅绒,2.0,850.0,4800.0,欧洲西部,法国,欧洲东部,法国
2825.0,波尔多,马赛,白兰地,天鹅绒,2.0,850.0,4800.0,欧洲西部,法国,欧洲东部,法国
2812.5,佛得角,突尼斯,玛瑙,贝紫,2.0,825.0,4800.0,非洲西部,西非,欧洲东部,北非
2800.0,开罗,卡萨布兰卡,祖母绿,龙涎香,2.0,3850.0,1750.0,欧洲东部,北非,欧洲西部,北非
2800.0,卡萨布兰卡,开罗,龙涎香,祖母绿,2.0,1750.0,3850.0,欧洲西部,北非,欧洲东部,北非
2800.0,帕尔马,安特卫普,雪莉酒,珠宝首饰,2.0,3600.0,2000.0,欧洲东部,伊比利亚,欧洲北部,荷兰
2800.0,苏伊士,"爱丁堡,都柏林,伦敦",贝紫,英格兰花呢,3.0,2400.0,6000.0,印度洋,阿拉伯,欧洲北部,不列颠
2800.0,马拉加,安特卫普,雪莉酒,珠宝首饰,2.0,3600.0,2000.0,欧洲西部,伊比利亚,欧洲北部,荷兰
2796.190476190476,瓦尔帕莱索,伊斯坦布尔,玛卡,火器,5.25,3060.0,11620.0,南美洲,中南美,欧洲东部,土耳其
2795.1219512195125,马六甲,汉堡,金制工艺品,甲胄,6.833333333333333,1500.0,17600.0,东南亚,东南亚,欧洲北部,德国
2794.285714285714,拿骚,"釜山,汉阳",朗姆酒,白瓷,5.25,1600.0,13070.0,加勒比,加勒比,东亚,朝鲜
2794.285714285714,圣胡安,"釜山,汉阳",朗姆酒,白瓷,5.25,1600.0,13070.0,加勒比,加勒比,东亚,朝鲜
2791.6666666666665,瓦尔帕莱索,"亚丁,吉达,索科特拉",玛卡,乳香,3.0,3660.0,4715.0,南美洲,中南美,印度洋,阿拉伯
2777.2727272727275,亚齐,"利马,兰巴耶克,通贝斯",姜黄,印加玫瑰,5.5,2150.0,13125.0,东南亚,东南亚,南美洲,南美西岸
2775.0,里加,汉堡,皮草,甲胄,2.0,750.0,4800.0,欧洲北部,北欧,欧洲北部,德国
2775.0,西西里,"里斯本,塞维利亚,巴塞罗那",牛至,火器,2.0,1350.0,4200.0,欧洲东部,意大利,欧洲西部,伊比利亚
2775.0,波尔多,"爱丁堡,都柏林,伦敦",白兰地,英格兰花呢,2.0,2550.0,3000.0,欧洲西部,法国,欧洲北部,不列颠
2775.0,卡利亚里,"里斯本,塞维利亚,巴塞罗那",牛至,火器,2.0,1350.0,4200.0,欧洲东部,意大利,欧洲西部,伊比利亚
2775.0,南特,"爱丁堡,都柏林,伦敦",白兰地,英格兰花呢,2.0,2550.0,3000.0,欧洲西部,法国,欧洲北部,不列颠
2775.0,普利茅斯,汉堡,白镴器皿,甲胄,2.0,750.0,4800.0,欧洲北部,不列颠,欧洲北部,德国
2769.512195121951,望加锡,汉堡,珍珠,甲胄,6.833333333333333,1325.0,17600.0,东南亚,东南亚,欧洲北部,德国
2769.512195121951,萨马赖,汉堡,珍珠,甲胄,6.833333333333333,1325.0,17600.0,东南亚,东南亚,欧洲北部,德国
2763.6363636363635,北大年,"哈瓦那,圣地亚哥,圣多明各",锡矿石,烟草,5.5,500.0,14700.0,东南亚,东南亚,加勒比,加勒比
2756.470588235294,吕贝克,那霸,甲胄,珊瑚,5.666666666666667,14720.0,900.0,欧洲北部,北欧,东亚,东亚
2756.470588235294,哥本哈根,那霸,甲胄,珊瑚,5.666666666666667,14720.0,900.0,欧洲北部,北欧,东亚,东亚
